,Player Name,Team,Games,Innings Pitched,Starts,Quality Starts,Quality Start %,K/BB,K/9IP,BB/9IP,HR/9IP,Batting Avg on Balls IP,Strand Rate,FB VLO,ERA,Fielding Ind Pitching
420,"Martinez, Nick",TEX,4,13.0,2,0,0.0,0.71,3.46,4.85,1.38,.307,71.4,91.7,5.54,6.10
421,"Wright, Daniel",CIN,4,13.0,2,0,0.0,3.00,4.15,1.38,1.38,.429,64.0,0.0,7.62,4.75
422,"Collmenter, Josh",ARI,9,12.7,0,0,0.0,0.78,4.97,6.39,1.42,.277,70.0,84.1,5.68,6.35
423,"Smith, Will",MIL,14,12.7,0,0,0.0,1.80,6.39,3.55,0.71,.208,83.3,91.3,2.13,4.03
424,"Hardy, Blaine",DET,13,12.3,0,0,0.0,1.60,5.84,3.65,1.46,.327,66.7,88.3,5.84,5.27
425,"Owens, Henry",BOS,3,12.3,3,1,33.3,0.69,6.57,9.49,2.19,.279,82.6,0.0,5.11,8.17
426,"Richard, Clayton",CHC,22,12.3,0,0,0.0,1.00,4.38,4.38,0.00,.422,63.0,91.9,7.30,3.74
427,"Zych, Tony",SEA,10,12.0,0,0,0.0,2.38,14.25,6.00,0.00,.321,73.3,95.3,3.00,2.10
428,"Reed, Cody",CIN,2,12.0,2,0,0.0,3.00,11.25,3.75,2.25,.389,64.7,92.8,6.75,5.24
429,"Stephenson, Robert",CIN,2,12.0,2,1,50.0,1.00,3.00,3.00,1.50,.190,81.8,92.7,3.00,5.73
430,"Belisle, Matt",WAS,12,11.7,0,0,0.0,9.00,6.94,0.77,0.00,.315,83.3,90.6,1.54,1.92
431,"Johnson, Erik",CWS,2,11.7,2,0,0.0,1.83,8.49,4.63,3.86,.291,73.3,89.8,6.94,8.48
432,"Lopez, Javier",SF,34,11.7,0,0,0.0,0.70,5.40,7.71,0.77,.258,73.7,84.0,4.63,5.77
433,"O'Sullivan, Sean",BOS,3,11.3,2,0,0.0,3.50,5.56,1.59,1.59,.405,57.9,90.9,7.94,4.81
434,"Kiekhefer, Dean",STL,11,11.0,0,0,0.0,4.50,7.36,1.64,1.64,.312,58.3,87.7,5.73,4.49
435,"Hinojosa, Dalier",PHI,10,11.0,0,0,0.0,2.67,6.55,2.45,0.82,.281,75.0,92.9,3.27,3.77
436,"Boshers, Buddy",MIN,13,11.0,0,0,0.0,6.50,10.64,1.64,0.82,.307,90.0,92.1,1.64,2.58
437,"Ramirez, Noe",BOS,11,11.0,0,0,0.0,1.57,9.00,5.73,2.45,.355,72.2,89.7,6.55,6.72
438,"Motte, Jason",COL,14,10.7,0,0,0.0,5.50,9.28,1.69,2.53,.239,87.5,94.2,3.38,5.38
439,"Weber, Ryan",ATL,5,10.7,0,0,0.0,4.50,7.59,1.69,1.69,.461,55.0,91.3,9.28,4.53
440,"Jackson, Edwin",MIA,8,10.7,0,0,0.0,1.17,5.91,5.06,1.69,.323,70.6,92.8,5.91,6.07
441,"Girodo, Chad",TOR,14,10.3,0,0,0.0,2.50,4.35,1.74,2.61,.249,80.0,86.4,4.35,6.61
442,"Curtis, Zac",ARI,14,10.3,0,0,0.0,1.33,6.97,5.23,0.87,.221,58.3,91.1,5.23,4.71
443,"Diaz, Edwin",SEA,9,10.3,0,0,0.0,3.40,14.81,4.35,0.87,.452,93.3,96.1,1.74,2.67
444,"Godley, Zack",ARI,5,10.3,1,1,100.0,2.00,6.97,3.48,1.74,.221,70.0,91.5,4.35,5.37
445,"Cecil, Brett",TOR,16,10.3,0,0,0.0,3.00,7.84,2.61,0.87,.443,73.7,91.5,5.23,3.62
446,"Diaz, Jumbo",CIN,11,10.0,0,0,0.0,0.86,5.40,6.30,4.50,.184,83.3,95.7,6.30,10.67
447,"Morris, A.J.",CIN,7,10.0,0,0,0.0,1.13,8.10,7.20,1.80,.267,66.7,0.0,6.30,6.48
448,"Clemens, Paul",MIA,2,10.0,2,0,0.0,0.75,5.40,7.20,4.50,.213,85.7,91.0,6.30,10.98
449,"Wagner, Tyler",ARI,3,10.0,0,0,0.0,3.50,6.30,1.80,0.00,.298,81.8,89.9,1.80,2.42
450,"Cravy, Tyler",MIL,6,9.7,1,0,0.0,4.50,8.38,1.86,1.86,.397,64.3,90.9,6.52,4.67
451,"Gurka, Jason",COL,6,9.7,0,0,0.0,3.50,6.52,1.86,0.93,.425,47.1,90.3,9.31,3.74
452,"Hayes, Drew",CIN,6,9.7,0,0,0.0,1.33,7.45,5.59,2.79,.384,66.7,91.3,8.38,7.50
453,"Melville, Tim",CIN,3,9.0,2,0,0.0,0.89,8.00,9.00,5.00,.388,70.0,0.0,11.00,11.74
454,"Swarzak, Anthony",NYY,7,9.0,0,0,0.0,11.00,11.00,1.00,2.00,.218,60.0,93.4,4.00,3.99
455,"Lincecum, Tim",LAA,2,9.0,2,1,50.0,1.00,4.00,4.00,1.00,.319,71.4,88.1,5.00,5.13
456,"Grilli, Jason",TOR,10,8.7,0,0,0.0,3.50,14.54,4.15,1.04,.401,81.8,92.0,3.12,2.90
457,"Venditte, Pat",TOR,8,8.7,0,0,0.0,1.75,7.27,4.15,1.04,.364,71.4,84.1,5.19,4.52
458,"Klein, Phil",TEX,8,8.7,0,0,0.0,6.00,12.46,2.08,2.08,.325,62.5,91.8,5.19,4.15
459,"Jackson, Luke",TEX,6,8.7,0,0,0.0,0.50,3.12,6.23,2.08,.339,70.6,93.9,7.27,7.65
460,"Narveson, Chris",MIA,6,8.3,0,0,0.0,3.00,6.48,2.16,3.24,.286,44.4,88.9,8.64,7.18
461,"Garcia, Yimi",LAD,9,8.3,0,0,0.0,4.00,4.32,1.08,0.00,.316,70.0,92.8,3.24,2.61
462,"Thornton, Matt",SD,9,8.3,0,0,0.0,3.00,6.48,2.16,0.00,.386,69.2,91.5,4.32,2.50
463,"Garton, Ryan",TB,7,8.0,0,0,0.0,2.67,9.00,3.38,0.00,.430,78.6,92.3,3.38,2.36
464,"Petricka, Jake",CWS,9,8.0,0,0,0.0,0.88,7.88,9.00,1.13,.310,80.0,94.2,4.50,6.18
465,"Goforth, David",MIL,7,7.7,0,0,0.0,2.33,8.22,3.52,2.35,.381,50.0,92.7,9.39,5.98
466,"Dunn, Mike",MIA,11,7.7,0,0,0.0,2.00,9.39,4.70,2.35,.306,90.0,93.0,3.52,6.12
467,"Adams, Austin",CLE,7,7.7,0,0,0.0,4.00,14.09,3.52,2.35,.294,100.0,0.0,2.35,4.67
468,"Freeman, Sam",MIL,7,7.7,0,0,0.0,0.89,9.39,10.57,2.35,.447,55.0,94.1,12.91,8.14
469,"Ramirez, Neil",CHC,8,7.7,0,0,0.0,1.25,11.74,9.39,1.17,.256,75.0,92.0,4.70,5.52
470,"Barnes, Jacob",MIL,8,7.7,0,0,0.0,4.50,10.57,2.35,0.00,.416,81.8,94.3,2.35,1.66
471,"Ellington, Brian",MIA,7,7.3,0,0,0.0,2.25,11.05,4.91,1.23,.204,100.0,97.9,1.23,4.21
472,"Guaipe, Mayckol",SEA,5,7.3,0,0,0.0,1.25,6.14,4.91,0.00,.338,66.7,92.4,4.91,3.53
473,"O'Rourke, Ryan",MIN,8,7.3,0,0,0.0,1.00,6.14,6.14,1.23,.242,70.0,89.4,4.91,5.72
474,"Ramirez, Neil",MIN,4,7.0,0,0,0.0,2.00,7.71,3.86,1.29,.267,87.5,92.0,2.57,4.67
475,"Bracho, Silvino",ARI,7,7.0,0,0,0.0,0.50,3.86,7.71,1.29,.323,71.4,92.7,6.43,6.86
476,"Cessa, Luis",NYY,3,7.0,0,0,0.0,5.00,6.43,1.29,2.57,.169,100.0,93.5,2.57,5.93
477,"Sampson, Keyvius",CIN,4,7.0,0,0,0.0,0.86,7.71,9.00,3.86,.267,75.0,93.1,7.71,10.16
478,"Escobar, Edwin",ARI,2,7.0,2,0,0.0,1.00,3.86,3.86,1.29,.455,41.2,91.8,14.14,5.53
479,"Saupold, Warwick",DET,5,6.7,0,0,0.0,2.67,10.80,4.05,0.00,.546,50.0,91.9,10.80,2.20
480,"Duensing, Brian",BAL,7,6.7,0,0,0.0,1.50,4.05,2.70,2.70,.307,77.8,91.7,5.40,7.13
481,"Bleier, Richard",NYY,6,6.7,0,0,0.0,0.00,2.70,0.00,0.00,.349,66.7,89.5,4.05,2.60
482,"Diaz, Dayan",CIN,6,6.7,0,0,0.0,0.43,4.05,9.45,2.70,.336,66.7,93.2,9.45,9.46
483,"Burgos, Enrique",ARI,7,6.7,0,0,0.0,1.00,5.40,5.40,1.35,.288,50.0,93.6,8.10,5.81
484,"Farquhar, Danny",TB,7,6.3,0,0,0.0,3.00,8.53,2.84,4.26,.297,100.0,91.7,4.26,8.44
485,"Gonzalez, Severino",PHI,5,6.3,0,0,0.0,8.00,11.37,1.42,1.42,.289,80.0,93.4,2.84,3.22
486,"Kela, Keone",TEX,7,6.3,0,0,0.0,4.00,17.05,4.26,4.26,.406,71.4,94.2,7.11,7.04
487,"Guerra, Javy",LAA,7,6.3,0,0,0.0,0.57,5.68,9.95,1.42,.224,72.7,92.4,5.68,7.42
488,"Coke, Phil",NYY,3,6.0,0,0,0.0,0.25,1.50,6.00,1.50,.274,70.0,92.5,6.00,7.10
489,"Gilmartin, Sean",NYM,3,6.0,0,0,0.0,5.00,7.50,1.50,0.00,.201,100.0,87.2,0.00,2.05
490,"Okert, Steven",SF,7,6.0,0,0,0.0,2.00,9.00,4.50,1.50,.391,70.0,92.5,6.00,4.92
491,"Heaney, Andrew",LAA,1,6.0,1,0,0.0,0.00,10.50,0.00,3.00,.335,60.0,90.8,6.00,5.20
492,"Stratton, Chris",SF,5,6.0,0,0,0.0,2.50,7.50,3.00,1.50,.296,85.7,92.1,3.00,4.73
493,"Matusz, Brian",BAL,7,6.0,0,0,0.0,0.14,1.50,10.50,4.50,.334,66.7,89.3,12.00,12.98
494,"Norris, Daniel",DET,2,6.0,1,0,0.0,5.00,7.50,1.50,4.50,.201,100.0,92.3,4.50,8.55
495,"LeBlanc, Wade",SEA,1,6.0,1,1,100.0,3.00,4.50,1.50,0.00,.177,100.0,87.8,0.00,2.72
496,"Faulkner, Andrew",TEX,8,5.7,0,0,0.0,0.25,1.59,6.35,4.76,.250,77.8,92.3,7.94,11.92
497,"Elias, Roenis",BOS,2,5.7,1,0,0.0,0.60,4.76,7.94,3.18,.409,42.9,92.4,15.88,9.46
498,"Campos, Leonel",SD,4,5.7,0,0,0.0,1.17,11.12,9.53,0.00,.358,54.5,92.9,7.94,4.01
499,"Hutchison, Drew",TOR,1,5.7,1,0,0.0,1.67,7.94,4.76,3.18,.154,100.0,92.1,3.18,7.66
500,"Overton, Dillon",OAK,1,5.7,1,0,0.0,1.50,4.76,3.18,4.76,.236,100.0,0.0,4.76,10.12
501,"Despaigne, Odrisamer",BAL,4,5.7,0,0,0.0,0.67,3.18,4.76,0.00,.300,88.9,92.3,1.59,4.14
502,"Broadway, Mike",SF,4,5.3,0,0,0.0,4.00,6.75,1.69,3.38,.388,37.5,93.3,11.81,7.16
503,"Ross, Tyson",SD,1,5.3,1,0,0.0,5.00,8.44,1.69,0.00,.473,30.0,92.4,11.81,1.91
504,"Huff, David",LAA,2,5.3,2,0,0.0,1.50,5.06,3.38,6.75,.428,72.7,90.7,11.81,12.99
505,"Ynoa, Michael",CWS,4,5.0,0,0,0.0,1.50,10.80,7.20,0.00,.426,80.0,93.9,3.60,3.28
506,"Green, Chad",NYY,2,5.0,1,0,0.0,6.00,10.80,1.80,3.60,.426,71.4,0.0,7.20,6.62
507,"Heston, Chris",SF,4,5.0,0,0,0.0,0.50,5.40,10.80,0.00,.448,60.0,87.3,10.80,5.72
508,"Goeddel, Erik",NYM,4,4.7,0,0,0.0,3.00,5.79,1.93,0.00,.164,100.0,91.3,0.00,2.58
509,"Sampson, Adrian",SEA,1,4.7,1,0,0.0,2.00,3.86,1.93,3.86,.350,71.4,91.1,7.71,8.58
510,"Rondon, Bruce",DET,3,4.7,0,0,0.0,2.00,7.71,3.86,1.93,.000,100.0,98.7,1.93,5.60
511,"Detwiler, Ross",CLE,7,4.7,0,0,0.0,0.75,5.79,7.71,1.93,.164,66.7,90.9,5.79,7.36
512,"Kensing, Logan",DET,3,4.7,0,0,0.0,0.50,1.93,3.86,0.00,.397,90.0,90.4,1.93,4.10
513,"Tolliver, Ashur",BAL,5,4.7,0,0,0.0,1.67,9.64,5.79,1.93,.329,71.4,92.9,5.79,5.84
514,"Russell, James",PHI,7,4.3,0,0,0.0,0.80,8.31,10.38,4.15,.460,41.7,89.6,18.69,10.93
515,"Knebel, Corey",MIL,5,4.3,0,0,0.0,1.00,12.46,12.46,0.00,.491,66.7,93.9,8.31,4.72
516,"Alvarez, Dario",ATL,5,4.3,0,0,0.0,3.33,20.77,6.23,2.08,.000,100.0,93.3,2.08,3.73
517,"Merritt, Ryan",CLE,1,4.3,0,0,0.0,0.00,4.15,0.00,0.00,.089,100.0,87.9,0.00,2.28
518,"Kahnle, Tommy",CWS,5,4.3,0,0,0.0,0.40,4.15,10.38,0.00,.370,72.7,97.2,6.23,5.85
519,"Buschmann, Matt",ARI,3,4.3,0,0,0.0,3.00,6.23,2.08,2.08,.098,100.0,0.0,2.08,5.53
520,"Loup, Aaron",TOR,7,4.0,0,0,0.0,0.00,11.25,0.00,4.50,.242,0.0,90.0,9.00,7.20
521,"Cuevas, William",BOS,2,4.0,0,0,0.0,0.40,4.50,11.25,0.00,.301,77.8,90.1,4.50,6.08
522,"Martin, Cody",SEA,2,4.0,0,0,0.0,2.00,4.50,2.25,0.00,.350,83.3,88.4,2.25,2.98
523,"Tepesch, Nick",LAD,1,4.0,1,0,0.0,0.00,6.75,0.00,2.25,.420,33.3,87.1,11.25,4.95
524,"Parnell, Bobby",DET,4,3.7,0,0,0.0,0.75,7.36,9.82,0.00,.353,62.5,94.1,7.36,4.95
525,"Marinez, Jhan",TB,3,3.7,0,0,0.0,0.00,7.36,0.00,2.45,.120,100.0,94.7,2.45,5.11
526,"Crockett, Kyle",CLE,11,3.7,0,0,0.0,2.00,9.82,4.91,0.00,.525,33.3,88.1,14.73,2.71
527,"Meyer, Alex",MIN,2,3.7,1,0,0.0,1.25,12.27,9.82,2.45,.567,63.6,95.4,12.27,7.40
528,"Ranaudo, Anthony",TEX,2,3.7,0,0,0.0,0.25,4.91,19.64,2.45,.107,33.3,0.0,17.18,12.42
529,"Rondon, Jorge",PIT,2,3.7,0,0,0.0,4.00,9.82,2.45,2.45,.558,33.3,96.7,17.18,5.41
530,"Drake, Oliver",BAL,2,3.3,0,0,0.0,1.00,8.10,8.10,0.00,.000,100.0,90.7,0.00,4.19
531,"Patton, Spencer",CHC,3,3.3,0,0,0.0,1.50,8.10,5.40,0.00,.319,60.0,92.5,5.40,3.26
532,"Tepera, Ryan",TOR,4,3.3,0,0,0.0,0.67,5.40,8.10,0.00,.403,62.5,95.5,8.10,4.79
533,"Romo, Sergio",SF,4,3.3,0,0,0.0,1.00,2.70,2.70,2.70,.000,100.0,85.6,2.70,7.43
534,"Ege, Cody",MIA,5,3.0,0,0,0.0,1.00,6.00,6.00,3.00,.520,66.7,84.2,12.00,8.27
535,"Ogando, Nefi",MIA,3,3.0,0,0,0.0,2.00,6.00,3.00,0.00,.236,66.7,95.7,3.00,2.90
536,"Garcia, Luis",PHI,2,3.0,0,0,0.0,0.50,3.00,6.00,0.00,.287,60.0,96.5,6.00,4.60
537,"Leone, Dominic",ARI,3,3.0,0,0,0.0,1.00,6.00,6.00,6.00,.436,71.4,92.8,12.00,12.60
538,"Flores, Kendry",MIA,1,3.0,1,0,0.0,0.33,3.00,9.00,0.00,.118,100.0,91.2,0.00,5.63
539,"Hessler, Keith",ARI,2,3.0,0,0,0.0,1.00,6.00,6.00,0.00,.436,57.1,91.1,9.00,3.93
540,"Hessler, Keith",SD,2,3.0,0,0,0.0,1.00,6.00,6.00,6.00,.436,28.6,91.1,21.00,12.60
541,"Hall, Cody",MIA,2,3.0,0,0,0.0,1.00,9.00,9.00,3.00,.355,50.0,93.0,12.00,8.63
